# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1775217556380000000,1775217616568000000,2
compiler.ArtifactManagerBridge.getArtifacts.ms,1775217556380000000,1775217616568000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1775217556380000000,1775217616568000000,0
compiler.ArtifactManagerBridge.commit.ms,1775217556380000000,1775217616568000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1775217556380000000,1775217616568000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1775217556380000000,1775217616568000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1775217556380000000,1775217616568000000,0
Indexes.stubs.lookupDurationAvgMs,1775217556380000000,1775217616568000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1775217556380000000,1775217616568000000,0
Indexing.writesQueuedMin,1775217556380000000,1775217616568000000,9223372036854775807
Indexing.writer_3.totalTimeSpentWritingMs,1775217556380000000,1775217616568000000,0
Indexes.entries.lookups,1775217556380000000,1775217616568000000,1
Indexes.stubs.lookupDurationMaxMs,1775217556380000000,1775217616568000000,0.0
Indexes.entries.lookupDuration90PMs,1775217556380000000,1775217616568000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1775217556380000000,1775217616568000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1775217556380000000,1775217616568000000,0
Indexes.allKeys.lookupDuration90PMs,1775217556380000000,1775217616568000000,0.0
Indexing.totalTimeIndexersSleptMs,1775217556380000000,1775217616568000000,0
Indexing.cache.totalCacheMisses,1775217556380000000,1775217616568000000,103
Indexing.writesQueuedMax,1775217556380000000,1775217616568000000,0
Indexes.entries.lookupDurationMaxMs,1775217556380000000,1775217616568000000,0.0
Indexing.cache.totalCacheEvicted,1775217556380000000,1775217616568000000,83
Indexes.entries.lookupDurationAvgMs,1775217556380000000,1775217616568000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1775217556380000000,1775217616568000000,0.0
Indexing.cache.totalCacheAccesses,1775217556380000000,1775217616568000000,177
Indexes.stubs.lookupDuration90PMs,1775217556380000000,1775217616568000000,0.0
Indexes.allKeys.lookups,1775217556380000000,1775217616568000000,0
Indexes.stubs.lookups,1775217556380000000,1775217616568000000,76
Indexing.writer_1.totalTimeSpentWritingMs,1775217556380000000,1775217616568000000,0
MEM.ramBytes,1775217556380000000,1775217616568000000,1646051328
JVM.totalTimeAtSafepointsMs,1775217556380000000,1775217616568000000,1441
MEM.ramMinusFileMappingsBytes,1775217556380000000,1775217616568000000,1371361280
JVM.committedHeapBytes,1775217556380000000,1775217616568000000,801112064
JVM.usedHeapBytes,1775217556380000000,1775217616568000000,650956480
MEM.fileMappingsRamBytes,1775217556380000000,1775217616568000000,273711104
JVM.totalSafepointCount,1775217556380000000,1775217616568000000,253
JVM.threadCount,1775217556380000000,1775217616568000000,134
OS.loadAverage,1775217556380000000,1775217616568000000,4.037109375
JVM.usedNativeBytes,1775217556380000000,1775217616568000000,342009664
MEM.ramPlusSwapMinusFileMappingsBytes,1775217556380000000,1775217616568000000,1392168960
JVM.totalTimeToSafepointsMs,1775217556380000000,1775217616568000000,69
JVM.maxHeapBytes,1775217556380000000,1775217616568000000,2147483648
JVM.GC.collectionTimesMs,1775217556380000000,1775217616568000000,1304
JVM.totalCpuTimeMs,1775217556380000000,1775217616568000000,154100
JVM.newThreadsCount,1775217556380000000,1775217616568000000,145
JVM.GC.collections,1775217556380000000,1775217616568000000,61
JVM.totalBytesAllocated,1775217556380000000,1775217616568000000,7466736064
JVM.maxThreadCount,1775217556380000000,1775217616568000000,138
JVM.totalDirectByteBuffersBytes,1775217556380000000,1775217616568000000,11434344
jps.artifact.entities.serializer.save.entities.ms,1775217556380000000,1775217616568000000,0
jps.facet.change.listener.process.change.events.ms,1775217556380000000,1775217616568000000,8
workspaceModel.mutableEntityStorage.instances.count,1775217556380000000,1775217616568000000,34
jps.facet.change.listener.before.change.events.ms,1775217556380000000,1775217616568000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1775217556380000000,1775217616568000000,146
jps.global.get.library.ms,1775217556380000000,1775217616568000000,0
jps.module.iml.entities.serializer.load.entities.ms,1775217556380000000,1775217616568000000,149
jps.global.handle.changed.events.ms,1775217556380000000,1775217616568000000,0
jps.global.initialize.library.bridges.ms,1775217556380000000,1775217616568000000,2
workspaceModel.mutableEntityStorage.replace.by.source.ms,1775217556380000000,1775217616568000000,33
jps.app.storage.content.reader.load.component.ms,1775217556380000000,1775217616568000000,9
jps.app.storage.content.writer.save.component.ms,1775217556380000000,1775217616568000000,24
jps.project.serializers.load.ms,1775217556380000000,1775217616568000000,230
workspaceModel.moduleManagerBridge.build.module.graph.ms,1775217556380000000,1775217616568000000,3
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1775217556380000000,1775217616568000000,8
workspaceModel.mutableEntityStorage.add.entity.ms,1775217556380000000,1775217616568000000,182
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1775217556380000000,1775217616568000000,7
workspaceModel.moduleBridgeLoader.loading.modules.ms,1775217556380000000,1775217616568000000,794
jps.save.global.entities.ms,1775217556380000000,1775217616568000000,51
workspaceModel.moduleBridge.update.option.ms,1775217556380000000,1775217616568000000,0
jps.library.entities.serializer.load.entities.ms,1775217556380000000,1775217616568000000,1
jps.global.get.library.by.name.ms,1775217556380000000,1775217616568000000,0
jps.save.changed.project.entities.ms,1775217556380000000,1775217616568000000,4
workspaceModel.moduleBridge.before.changed.ms,1775217556380000000,1775217616568000000,0
jps.module.iml.entities.serializer.save.entities.ms,1775217556380000000,1775217616568000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1775217556380000000,1775217616568000000,0
jps.library.entities.serializer.save.entities.ms,1775217556380000000,1775217616568000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1775217556380000000,1775217616568000000,0
workspaceModel.global.updates.count,1775217556380000000,1775217616568000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1775217556380000000,1775217616568000000,1
workspaceModel.do.save.caches.ms,1775217556380000000,1775217616568000000,149
workspaceModel.mutableEntityStorage.to.snapshot.ms,1775217556380000000,1775217616568000000,6
jps.storage.jps.conf.reader.load.component.ms,1775217556380000000,1775217616568000000,3
workspaceModel.moduleManagerBridge.load.all.modules.ms,1775217556380000000,1775217616568000000,72
workspaceModel.global.apply.state.to.project.ms,1775217556380000000,1775217616568000000,243
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1775217556380000000,1775217616568000000,0
jps.load.project.to.empty.storage.ms,1775217556380000000,1775217616568000000,287
jps.global.initialize.library.bridges.after.loading.ms,1775217556380000000,1775217616568000000,3
workspaceModel.mutableEntityStorage.hasReferrers.ms,1775217556380000000,1775217616568000000,0
jps.facet.change.listener.init.bridge.ms,1775217556380000000,1775217616568000000,4
workspaceModel.mutableEntityStorage.put.entity.ms,1775217556380000000,1775217616568000000,61
workspaceModel.moduleManagerBridge.create.module.instance.ms,1775217556380000000,1775217616568000000,0
workspaceModel.orphan.listener.update.ms,1775217556380000000,1775217616568000000,9
workspaceModel.mutableEntityStorage.collect.changes.ms,1775217556380000000,1775217616568000000,7
jps.reload.project.entities.ms,1775217556380000000,1775217616568000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1775217556380000000,1775217616568000000,14
jps.load.initial.state.ms,1775217556380000000,1775217616568000000,108
workspaceModel.mutableEntityStorage.entities.by.source.ms,1775217556380000000,1775217616568000000,1
jps.artifact.entities.serializer.load.entities.ms,1775217556380000000,1775217616568000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1775217556380000000,1775217616568000000,2
workspaceModel.moduleManagerBridge.get.modules.ms,1775217556380000000,1775217616568000000,2
workspaceModel.delayed.project.synchronizer.sync.ms,1775217556380000000,1775217616568000000,339
jps.project.serializers.save.ms,1775217556380000000,1775217616568000000,4
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1775217556380000000,1775217616568000000,0
workspaceModel.sync.entities.ms,1775217556380000000,1775217616568000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1775217556380000000,1775217616568000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1775217556380000000,1775217616568000000,0
jps.global.get.libraries.ms,1775217556380000000,1775217616568000000,1
jps.global.handle.before.change.events.ms,1775217556380000000,1775217616568000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1775217556380000000,1775217616568000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1775217556380000000,1775217616568000000,3
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1775217556380000000,1775217616568000000,0
workspaceModel.load.cache.from.file.ms,1775217556380000000,1775217616568000000,318
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1775217556380000000,1775217616568000000,0
workspaceModel.global.updates.ms,1775217556380000000,1775217616568000000,27
workspaceModel.global.apply.state.to.project.builder.ms,1775217556380000000,1775217616568000000,8
workspaceModel.mutableEntityStorage.entities.ms,1775217556380000000,1775217616568000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1775217556380000000,1775217616568000000,0
workspaceModel.load.cache.metadata.from.file.ms,1775217556380000000,1775217616568000000,25
workspaceModel.save.cache.to.file.ms,1775217556380000000,1775217616568000000,164
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1775217556380000000,1775217616568000000,65
jps.apply.loaded.storage.ms,1775217556380000000,1775217616568000000,45
workspaceModel.replace.project.model.ms,1775217556380000000,1775217616568000000,0
workspaceModel.cachedValue.clear.count,1775217556380000000,1775217616568000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1775217556380000000,1775217616568000000,24
workspaceModel.on.changed.ms,1775217556380000000,1775217616568000000,62
workspaceModel.update.unloaded.entities.ms,1775217556380000000,1775217616568000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1775217556380000000,1775217616568000000,39
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1775217556380000000,1775217616568000000,467
workspaceModel.to.snapshot.ms,1775217556380000000,1775217616568000000,2
workspaceModel.cachedValue.total.get.count,1775217556380000000,1775217616568000000,45
workspaceModel.workspaceFileIndexData.processFileSets.ms,1775217556380000000,1775217616568000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1775217556380000000,1775217616568000000,0
workspaceModel.pre.handlers.ms,1775217556380000000,1775217616568000000,1
workspaceModel.cachedValueWithParameters.total.get.count,1775217556380000000,1775217616568000000,6
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1775217556380000000,1775217616568000000,10
workspaceModel.updates.ms,1775217556380000000,1775217616568000000,194
workspaceModel.loading.from.cache.ms,1775217556380000000,1775217616568000000,290
workspaceModel.workspaceFileIndexData.init.ms,1775217556380000000,1775217616568000000,243
workspaceModel.initializing.ms,1775217556380000000,1775217616568000000,8
workspaceModel.updates.count,1775217556380000000,1775217616568000000,4
workspaceModel.collect.changes.ms,1775217556380000000,1775217616568000000,0
workspaceModel.init.bridges.ms,1775217556380000000,1775217616568000000,8
workspaceModel.cachedValueWithParameters.from.cache.count,1775217556380000000,1775217616568000000,4
workspaceModel.full.replace.project.model.ms,1775217556380000000,1775217616568000000,17
workspaceModel.workspaceFileIndexData.instances.count,1775217556380000000,1775217616568000000,1
workspaceModel.check.recursive.update.ms,1775217556380000000,1775217616568000000,1
workspaceModel.cachedValue.calculated.count,1775217556380000000,1775217616568000000,11
workspaceModel.cachedValue.from.cache.count,1775217556380000000,1775217616568000000,34
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1775217556380000000,1775217616568000000,728
workspaceModel.on.before.changed.ms,1775217556380000000,1775217616568000000,93
workspaceModel.cachedValueWithParameters.calculated.count,1775217556380000000,1775217616568000000,2
workspaceModel.workspaceFileIndexData.getPackageName.ms,1775217556380000000,1775217616568000000,5
workspaceModel.loading.total.ms,1775217556380000000,1775217616568000000,299
workspaceModel.workspaceFileIndexData.markDirty.ms,1775217556380000000,1775217616568000000,0
workspaceModel.updates.precise.ms,1775217556380000000,1775217616568000000,33
workspaceModel.cachedValueWithParameters.clear.count,1775217556380000000,1775217616568000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1775217556380000000,1775217616568000000,4
StorageLockContext.competingThreads.avg,1775217556380000000,1775217616568000000,0.0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1775217556380000000,1775217616568000000,511547
DirectByteBufferAllocator.hits,1775217556380000000,1775217616568000000,3
FilePageCache.capacityInBytes,1775217556380000000,1775217616568000000,629145600
StorageLockContext.competingThreads.max,1775217556380000000,1775217616568000000,0
FilePageCache.pageFastCacheHits,1775217556380000000,1775217616568000000,8618
FilePageCache.totalPageLoadsUs,1775217556380000000,1775217616568000000,3967336
FilePageCache.totalPageDisposalsUs,1775217556380000000,1775217616568000000,8414
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1775217556380000000,1775217616568000000,41959424
StreamlinedBlobStorage.recordsRelocated,1775217556380000000,1775217616568000000,0
DirectByteBufferAllocator.misses,1775217556380000000,1775217616568000000,434
FilePageCache.maxRegisteredFiles,1775217556380000000,1775217616568000000,1097
MappedFileStorage.storages,1775217556380000000,1775217616568000000,17
MappedFileStorage.totalTimeSpentOnMappingUs,1775217556380000000,1775217616568000000,30179
FileChannelInterruptsRetryer.totalRetriedAttempts,1775217556380000000,1775217616568000000,0
FilePageCache.disposedBuffers,1775217556380000000,1775217616568000000,434
FilePageCache.pageLoadsAboveSizeThreshold,1775217556380000000,1775217616568000000,0
FilePageCache.maxCacheSizeInBytes,1775217556380000000,1775217616568000000,449855488
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1775217556380000000,1775217616568000000,2394453
StreamlinedBlobStorage.recordsDeleted,1775217556380000000,1775217616568000000,3
MappedFileStorage.totalBytesMapped,1775217556380000000,1775217616568000000,206831616
FilePageCache.pageLoads,1775217556380000000,1775217616568000000,437
FilePageCache.pageHits,1775217556380000000,1775217616568000000,0
StreamlinedBlobStorage.recordsAllocated,1775217556380000000,1775217616568000000,33557
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1775217556380000000,1775217616568000000,3145728
DirectByteBufferAllocator.reclaimed,1775217556380000000,1775217616568000000,45
StorageLockContext.competingThreads.90P,1775217556380000000,1775217616568000000,0
DirectByteBufferAllocator.disposed,1775217556380000000,1775217616568000000,431
MappedFileStorage.totalPagesMapped,1775217556380000000,1775217616568000000,17
FilePageCache.uncachedFileAccess,1775217556380000000,1775217616568000000,308
VFS.invertedFileNameIndex.requests,1775217556380000000,1775217616568000000,4
VFS.contentStorage.recordsStored,1775217556380000000,1775217616568000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1775217556380000000,1775217616568000000,0
VFS.cache.filesCreated,1775217556380000000,1775217616568000000,532
VFS.cache.directoriesCreated,1775217556380000000,1775217616568000000,2687
FileNameCache.queries,1775217556380000000,1775217616568000000,1253248
VFS.fileChildByName,1775217556380000000,1775217616568000000,1880
VFS.contentStorage.recordsStoredSize,1775217556380000000,1775217616568000000,0
VFS.contentStorage.recordsDeduplicated,1775217556380000000,1775217616568000000,0
VFS.contentStorage.recordsReadSize,1775217556380000000,1775217616568000000,12600
VFS.rootsCount,1775217556380000000,1775217616568000000,14.0
VFS.contentStorage.recordsStoredCompressed,1775217556380000000,1775217616568000000,0
VFS.cache.segmentsCreated,1775217556380000000,1775217616568000000,120
VFS.folderCaseSensitivityReads,1775217556380000000,1775217616568000000,0
VFS.contentStorage.recordsUncompressedSize,1775217556380000000,1775217616568000000,0
VFS.cache.segments,1775217556380000000,1775217616568000000,120.0
VFS.contentStorage.recordsRead,1775217556380000000,1775217616568000000,5
VFS.fileByIdCache.misses,1775217556380000000,1775217616568000000,94
FileNameCache.totalMisses,1775217556380000000,1775217616568000000,46208
VFS.contentStorage.recordsReadDecompressed,1775217556380000000,1775217616568000000,0
VFS.fileByIdCache.hits,1775217556380000000,1775217616568000000,0
FlushQueue.queueSizeMax,1775217556380000000,1775217616568000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1775217556380000000,1775217616568000000,637207
AWTEventQueue.dispatchTime90PNs,1775217556380000000,1775217616568000000,0
FlushQueue.executionTime90PNs,1775217556380000000,1775217616568000000,0
FlushQueue.waitingTimeAvgNs,1775217556380000000,1775217616568000000,0.0
FlushQueue.waitingTime90PNs,1775217556380000000,1775217616568000000,0
FlushQueue.waitingTimeMaxNs,1775217556380000000,1775217616568000000,0
WriteAction.executionsCount,1775217556380000000,1775217616568000000,11
AWTEventQueue.dispatchTimeMaxNs,1775217556380000000,1775217616568000000,0
FlushQueue.queueSize90P,1775217556380000000,1775217616568000000,0
FlushQueue.executionTimeAvgNs,1775217556380000000,1775217616568000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1775217556380000000,1775217616568000000,17928075528
ReadAction.executionsCount,1775217556380000000,1775217616568000000,94419
FlushQueue.tasksExecuted,1775217556380000000,1775217616568000000,0
NonBlockingReadAction.failedExecutionsCount,1775217556380000000,1775217616568000000,5
AWTEventQueue.eventsDispatched,1775217556380000000,1775217616568000000,0
AWTEventQueue.dispatchTimeAvgNs,1775217556380000000,1775217616568000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1775217556380000000,1775217616568000000,25
NonBlockingReadAction.failedExecutionTimeUs,1775217556380000000,1775217616568000000,3176969
FlushQueue.queueSizeAvg,1775217556380000000,1775217616568000000,0.0
FlushQueue.executionTimeMaxNs,1775217556380000000,1775217616568000000,0
cacheStateStorage.set.counter,1775217556380000000,1775217616568000000,5
cacheStateStorage.get.counter,1775217556380000000,1775217616568000000,25
cacheStateStorage.set.duration,1775217556380000000,1775217616568000000,120
cacheStateStorage.get.duration,1775217556380000000,1775217616568000000,170
